Time (s/500) - 0,0005	Newton - 0,0005	Time (s/500) - 0,005	Newton - 0,005	Time (s/500) - 0,05	Newton - 0,05	Time (s/500) - 0,5	Newton - 0,5	Time (s/500) - Plot 4	Newton - Plot 4	Time (s/500) - Plot 5	Newton - Plot 5	Time (s/500) - Plot 6	Newton - Plot 6	Time (s/500) - Plot 7	Newton - Plot 7	Time (s/500) - Plot 8	Newton - Plot 8	Time (s/500) - Plot 9	Newton - Plot 9	Time (s/500) - Plot 10	Newton - Plot 10	Time (s/500) - Plot 11	Newton - Plot 11	Time (s/500) - Plot 12	Newton - Plot 12	Time (s/500) - Plot 13	Newton - Plot 13	
1105	0,131728	1105	-0,0364052	1105	0,0399598	1105	0,202699	1105	0,318293	1105	0,0713405	1105	0,183663	1105	-0,181396	1105	-0,112394	1105	-0,0397234	1105	-0,0196283	1105	-0,211361	1105	-0,0390512	1105	0,0502458	
1106	0,132884	1106	-0,0362098	1106	0,0323338	1106	0,20124	1106	0,312117	1106	0,0752522	1106	0,187717	1106	-0,183246	1106	-0,107276	1106	-0,0429135	1106	-0,0143137	1106	-0,212744	1106	-0,0384495	1106	0,0473645	
1107	0,13952	1107	-0,0385496	1107	0,0291515	1107	0,199448	1107	0,30623	1107	0,076199	1107	0,189163	1107	-0,179678	1107	-0,10745	1107	-0,0435801	1107	-0,0131817	1107	-0,208644	1107	-0,0376049	1107	0,0489122	
1108	0,14055	1108	-0,0408115	1108	0,0245927	1108	0,199089	1108	0,308798	1108	0,0715382	1108	0,187262	1108	-0,176241	1108	-0,107033	1108	-0,0443655	1108	-0,0137324	1108	-0,208995	1108	-0,0397927	1108	0,0508605	
1109	0,142716	1109	-0,04371	1109	0,022158	1109	0,196568	1109	0,305721	1109	0,0706352	1109	0,184304	1109	-0,175962	1109	-0,105092	1109	-0,0366226	1109	-0,0112433	1109	-0,206418	1109	-0,0401242	1109	0,0499148	
1110	0,145268	1110	-0,0456054	1110	0,0181244	1110	0,194823	1110	0,305789	1110	0,0670152	1110	0,185988	1110	-0,178886	1110	-0,104412	1110	-0,0318326	1110	-0,0163915	1110	-0,205212	1110	-0,0406364	1110	0,0472308	
1111	0,143581	1111	-0,0404923	1111	0,014896	1111	0,191992	1111	0,30266	1111	0,0624931	1111	0,189954	1111	-0,179924	1111	-0,104703	1111	-0,0289147	1111	-0,02008	1111	-0,200693	1111	-0,0425208	1111	0,0454794	
1112	0,144903	1112	-0,0405258	1112	0,012565	1112	0,188968	1112	0,304242	1112	0,0581391	1112	0,190157	1112	-0,184255	1112	-0,103298	1112	-0,0241529	1112	-0,0244544	1112	-0,196156	1112	-0,0439426	1112	0,0436055	
1113	0,143154	1113	-0,0370656	1113	0,0134538	1113	0,183776	1113	0,305895	1113	0,0529263	1113	0,19229	1113	-0,185227	1113	-0,103137	1113	-0,0223814	1113	-0,0318323	1113	-0,193856	1113	-0,0421269	1113	0,0394751	
1114	0,140673	1114	-0,0377697	1114	0,0133349	1114	0,181202	1114	0,310784	1114	0,0550472	1114	0,19489	1114	-0,184955	1114	-0,0992956	1114	-0,0194367	1114	-0,0364228	1114	-0,193601	1114	-0,0426519	1114	0,0345284	
1115	0,14277	1115	-0,0401929	1115	0,0112213	1115	0,172796	1115	0,311831	1115	0,0546302	1115	0,196685	1115	-0,186525	1115	-0,0989437	1115	-0,0130019	1115	-0,0392273	1115	-0,19063	1115	-0,0440356	1115	0,0326354	
1116	0,14599	1116	-0,0375246	1116	0,00914605	1116	0,17497	1116	0,314866	1116	0,0592656	1116	0,199387	1116	-0,190594	1116	-0,0965525	1116	-0,0123942	1116	-0,0469927	1116	-0,186212	1116	-0,0425167	1116	0,0297256	
1117	0,142035	1117	-0,0383256	1117	0,00901396	1117	0,171741	1117	0,317876	1117	0,0582416	1117	0,199979	1117	-0,187639	1117	-0,0970736	1117	-0,0107013	1117	-0,0556971	1117	-0,18475	1117	-0,0446964	1117	0,0299815	
1118	0,136943	1118	-0,0438761	1118	0,00751472	1118	0,165601	1118	0,318397	1118	0,0569422	1118	0,205718	1118	-0,185132	1118	-0,0950278	1118	-0,00625928	1118	-0,0595027	1118	-0,181996	1118	-0,0434131	1118	0,0292248	
1119	0,133769	1119	-0,0463284	1119	0,0119541	1119	0,157598	1119	0,321679	1119	0,0564824	1119	0,209101	1119	-0,183898	1119	-0,0942833	1119	-0,00239964	1119	-0,0632286	1119	-0,17962	1119	-0,0410165	1119	0,0236933	
1120	0,130124	1120	-0,0496184	1120	0,0129457	1120	0,149867	1120	0,324173	1120	0,0593179	1120	0,210033	1120	-0,185959	1120	-0,0928106	1120	-0,00482773	1120	-0,0692477	1120	-0,181085	1120	-0,0421461	1120	0,0216615	
1121	0,129818	1121	-0,0532934	1121	0,00848428	1121	0,141835	1121	0,323216	1121	0,0622831	1121	0,20885	1121	-0,187909	1121	-0,0892446	1121	5,05378E-5	1121	-0,0675007	1121	-0,180742	1121	-0,0399865	1121	0,0249642	
1122	0,128676	1122	-0,0587098	1122	0,0106202	1122	0,142123	1122	0,321962	1122	0,0599819	1122	0,207029	1122	-0,185703	1122	-0,0876715	1122	0,00252954	1122	-0,0666412	1122	-0,184986	1122	-0,0391482	1122	0,0238169	
1123	0,120809	1123	-0,0567904	1123	0,0087083	1123	0,139438	1123	0,320635	1123	0,0629681	1123	0,206453	1123	-0,182937	1123	-0,0839533	1123	0,00411588	1123	-0,0636025	1123	-0,18474	1123	-0,0341628	1123	0,0244577	
1124	0,115447	1124	-0,0595438	1124	0,0114665	1124	0,134547	1124	0,320599	1124	0,0687956	1124	0,208251	1124	-0,182744	1124	-0,0852019	1124	0,00646737	1124	-0,0669131	1124	-0,188941	1124	-0,0308384	1124	0,022269	
1125	0,110445	1125	-0,0586461	1125	0,0157889	1125	0,132088	1125	0,319656	1125	0,0734701	1125	0,2055	1125	-0,185585	1125	-0,0797709	1125	0,00249771	1125	-0,0690239	1125	-0,194348	1125	-0,0300521	1125	0,0212205	
1126	0,10932	1126	-0,0605897	1126	0,0184098	1126	0,129712	1126	0,316699	1126	0,0719429	1126	0,206135	1126	-0,190619	1126	-0,0793267	1126	0,00063859	1126	-0,0712607	1126	-0,200473	1126	-0,0302542	1126	0,0192277	
1127	0,109767	1127	-0,0636475	1127	0,0201903	1127	0,126702	1127	0,314827	1127	0,0723837	1127	0,207332	1127	-0,191973	1127	-0,0838711	1127	-0,00227909	1127	-0,0732684	1127	-0,204651	1127	-0,0332122	1127	0,0181004	
1128	0,111805	1128	-0,067614	1128	0,0200763	1128	0,125855	1128	0,310978	1128	0,0734746	1128	0,210326	1128	-0,196479	1128	-0,0798468	1128	-0,0012352	1128	-0,0719218	1128	-0,20653	1128	-0,033773	1128	0,0164291	
1129	0,107811	1129	-0,0701431	1129	0,0220079	1129	0,127466	1129	0,308734	1129	0,0738064	1129	0,213274	1129	-0,201198	1129	-0,0780222	1129	-0,000562244	1129	-0,0679129	1129	-0,210741	1129	-0,0356354	1129	0,0131554	
1130	0,109945	1130	-0,0762326	1130	0,0197943	1130	0,127036	1130	0,309691	1130	0,0742463	1130	0,208909	1130	-0,20157	1130	-0,0831843	1130	0,000946828	1130	-0,0660257	1130	-0,213491	1130	-0,0365234	1130	0,0131947	
1131	0,110145	1131	-0,0826919	1131	0,0185501	1131	0,124452	1131	0,306495	1131	0,0741985	1131	0,21452	1131	-0,200328	1131	-0,0842882	1131	-0,00354198	1131	-0,0635503	1131	-0,213352	1131	-0,0346526	1131	0,0100835	
1132	0,108867	1132	-0,0879462	1132	0,0240746	1132	0,123062	1132	0,306093	1132	0,0688426	1132	0,216308	1132	-0,19737	1132	-0,0899434	1132	-0,00255277	1132	-0,0595806	1132	-0,214749	1132	-0,0281307	1132	0,0074444	
1133	0,112124	1133	-0,0925634	1133	0,0252705	1133	0,119875	1133	0,304275	1133	0,0652225	1133	0,217951	1133	-0,200802	1133	-0,0894509	1133	-0,00354902	1133	-0,0579222	1133	-0,215007	1133	-0,0268913	1133	0,00303313	
1134	0,119589	1134	-0,0931857	1134	0,0236446	1134	0,118608	1134	0,309067	1134	0,0617407	1134	0,222617	1134	-0,20004	1134	-0,0916811	1134	-0,00355991	1134	-0,0558788	1134	-0,217444	1134	-0,0261782	1134	0,00172345	
1135	0,118152	1135	-0,0997544	1135	0,0226699	1135	0,117553	1135	0,307762	1135	0,0602946	1135	0,222048	1135	-0,202316	1135	-0,0905037	1135	-0,00563255	1135	-0,0521182	1135	-0,224257	1135	-0,0288991	1135	0,00261552	
1136	0,123238	1136	-0,105581	1136	0,0230187	1136	0,114688	1136	0,310367	1136	0,060835	1136	0,215496	1136	-0,202146	1136	-0,0871113	1136	-0,00457759	1136	-0,04637	1136	-0,226041	1136	-0,0330086	1136	0,00399944	
1137	0,119752	1137	-0,111312	1137	0,0268042	1137	0,114237	1137	0,311971	1137	0,0579654	1137	0,216002	1137	-0,200949	1137	-0,0862212	1137	-0,00650946	1137	-0,0465824	1137	-0,227486	1137	-0,0341756	1137	0,00396317	
1138	0,118339	1138	-0,117492	1138	0,029681	1138	0,111393	1138	0,313014	1138	0,0604754	1138	0,221676	1138	-0,202316	1138	-0,0868206	1138	-0,0077815	1138	-0,0435893	1138	-0,229921	1138	-0,039244	1138	0,00299788	
1139	0,123589	1139	-0,119423	1139	0,0305222	1139	0,110842	1139	0,31317	1139	0,0592121	1139	0,2251	1139	-0,199736	1139	-0,0848102	1139	-0,005578	1139	-0,0443991	1139	-0,227969	1139	-0,0421816	1139	0,00550059	
1140	0,121989	1140	-0,127304	1140	0,0330735	1140	0,108387	1140	0,313564	1140	0,0656332	1140	0,228885	1140	-0,205246	1140	-0,0787195	1140	-0,00644807	1140	-0,0488158	1140	-0,22778	1140	-0,0427411	1140	0,00586576	
1141	0,119252	1141	-0,13073	1141	0,0350204	1141	0,108269	1141	0,318561	1141	0,0680093	1141	0,234367	1141	-0,203882	1141	-0,0762339	1141	-0,00774056	1141	-0,0459772	1141	-0,22975	1141	-0,0469573	1141	0,00610623	
1142	0,122909	1142	-0,135568	1142	0,0350617	1142	0,10811	1142	0,320523	1142	0,0740651	1142	0,240112	1142	-0,204809	1142	-0,0777949	1142	-0,0102728	1142	-0,0461605	1142	-0,231814	1142	-0,0454576	1142	0,00477085	
1143	0,121292	1143	-0,136995	1143	0,0357857	1143	0,105752	1143	0,323675	1143	0,0781902	1143	0,241294	1143	-0,20292	1143	-0,0749166	1143	-0,00703174	1143	-0,0466965	1143	-0,231381	1143	-0,0511717	1143	0,00124106	
1144	0,124005	1144	-0,137255	1144	0,0336783	1144	0,101591	1144	0,325515	1144	0,0827297	1144	0,239102	1144	-0,203696	1144	-0,0769191	1144	-0,00875715	1144	-0,0492925	1144	-0,229809	1144	-0,0556177	1144	-0,00155794	
1145	0,130828	1145	-0,135751	1145	0,034429	1145	0,0996038	1145	0,324581	1145	0,0888639	1145	0,236304	1145	-0,202911	1145	-0,079182	1145	-0,00523636	1145	-0,0511075	1145	-0,231311	1145	-0,0555416	1145	-0,00338577	
1146	0,133743	1146	-0,137035	1146	0,0349357	1146	0,0927152	1146	0,325513	1146	0,0931865	1146	0,235814	1146	-0,202116	1146	-0,0829638	1146	-0,0049361	1146	-0,0533053	1146	-0,228242	1146	-0,0555194	1146	-0,00887295	
1147	0,13795	1147	-0,135706	1147	0,0378837	1147	0,0873957	1147	0,329061	1147	0,0965634	1147	0,236175	1147	-0,198125	1147	-0,0857268	1147	-0,00160202	1147	-0,0550035	1147	-0,226423	1147	-0,0541516	1147	-0,00985525	
1148	0,136561	1148	-0,130373	1148	0,0380541	1148	0,082297	1148	0,335322	1148	0,100994	1148	0,232869	1148	-0,198074	1148	-0,0897373	1148	-0,000363162	1148	-0,0584984	1148	-0,227805	1148	-0,0515786	1148	-0,0124466	
1149	0,142172	1149	-0,128569	1149	0,0435249	1149	0,0791099	1149	0,340144	1149	0,112493	1149	0,232021	1149	-0,199342	1149	-0,0961228	1149	-0,00190737	1149	-0,0591471	1149	-0,225978	1149	-0,052224	1149	-0,0136283	
1150	0,148994	1150	-0,12462	1150	0,045825	1150	0,0769899	1150	0,344271	1150	0,116739	1150	0,23422	1150	-0,200362	1150	-0,0960769	1150	-0,00567613	1150	-0,0670451	1150	-0,224016	1150	-0,0522612	1150	-0,0156514	
1151	0,1541	1151	-0,118131	1151	0,0520742	1151	0,0747186	1151	0,344458	1151	0,119558	1151	0,23435	1151	-0,200517	1151	-0,0984415	1151	-0,00749942	1151	-0,0629917	1151	-0,22007	1151	-0,0513767	1151	-0,0177956	
1152	0,1576	1152	-0,121412	1152	0,0575974	1152	0,0773651	1152	0,34704	1152	0,12347	1152	0,230832	1152	-0,19866	1152	-0,0989451	1152	-0,00822984	1152	-0,0635448	1152	-0,217973	1152	-0,0523822	1152	-0,0205156	
1153	0,160351	1153	-0,120374	1153	0,0585014	1153	0,078758	1153	0,343599	1153	0,129357	1153	0,231974	1153	-0,19785	1153	-0,101065	1153	-0,01314	1153	-0,0659865	1153	-0,221822	1153	-0,0529822	1153	-0,0239908	
1154	0,164708	1154	-0,123264	1154	0,0550832	1154	0,0852087	1154	0,341385	1154	0,136107	1154	0,234871	1154	-0,197225	1154	-0,101318	1154	-0,0167923	1154	-0,0614362	1154	-0,21965	1154	-0,0536126	1154	-0,0235706	
1155	0,172452	1155	-0,11924	1155	0,0559723	1155	0,0885064	1155	0,338733	1155	0,136913	1155	0,234016	1155	-0,195681	1155	-0,101234	1155	-0,0223493	1155	-0,0589601	1155	-0,217102	1155	-0,0550751	1155	-0,0233324	
1156	0,176997	1156	-0,117789	1156	0,0564339	1156	0,0877976	1156	0,337909	1156	0,138402	1156	0,23257	1156	-0,192333	1156	-0,104668	1156	-0,0274361	1156	-0,0531817	1156	-0,216742	1156	-0,0512009	1156	-0,022234	
1157	0,182323	1157	-0,117747	1157	0,0590967	1157	0,0867088	1157	0,333458	1157	0,138546	1157	0,234124	1157	-0,186915	1157	-0,108722	1157	-0,0291756	1157	-0,0469935	1157	-0,214234	1157	-0,0520109	1157	-0,0214394	
1158	0,189418	1158	-0,112192	1158	0,0591813	1158	0,0895583	1158	0,331739	1158	0,141364	1158	0,230667	1158	-0,18298	1158	-0,106024	1158	-0,0275215	1158	-0,0379403	1158	-0,213729	1158	-0,0484552	1158	-0,0209789	
1159	0,196367	1159	-0,105263	1159	0,0605257	1159	0,0940824	1159	0,334128	1159	0,141799	1159	0,230101	1159	-0,181098	1159	-0,10803	1159	-0,0311876	1159	-0,0352449	1159	-0,213924	1159	-0,0528974	1159	-0,0222449	
1160	0,201053	1160	-0,104675	1160	0,0621317	1160	0,0974084	1160	0,330301	1160	0,144782	1160	0,231484	1160	-0,177018	1160	-0,111367	1160	-0,035644	1160	-0,0315729	1160	-0,216307	1160	-0,0560418	1160	-0,0228631	
1161	0,206758	1161	-0,0999859	1161	0,0630147	1161	0,103472	1161	0,324713	1161	0,146041	1161	0,234279	1161	-0,171638	1161	-0,109653	1161	-0,0348962	1161	-0,02805	1161	-0,219526	1161	-0,0603144	1161	-0,0181765	
1162	0,212062	1162	-0,100636	1162	0,0643452	1162	0,100691	1162	0,324632	1162	0,147221	1162	0,239432	1162	-0,171269	1162	-0,114058	1162	-0,0385299	1162	-0,0299876	1162	-0,219995	1162	-0,0633268	1162	-0,0210058	
1163	0,219606	1163	-0,0973994	1163	0,063458	1163	0,102467	1163	0,328288	1163	0,149374	1163	0,245459	1163	-0,165451	1163	-0,115386	1163	-0,0409067	1163	-0,0299483	1163	-0,223595	1163	-0,0649611	1163	-0,0188657	
1164	0,22815	1164	-0,0969915	1164	0,0630832	1164	0,103756	1164	0,331884	1164	0,150971	1164	0,250109	1164	-0,168516	1164	-0,114718	1164	-0,0402251	1164	-0,0305508	1164	-0,227581	1164	-0,0710925	1164	-0,0243697	
1165	0,232477	1165	-0,0904216	1165	0,0606214	1165	0,103656	1165	0,332923	1165	0,148129	1165	0,252172	1165	-0,160405	1165	-0,11656	1165	-0,0437319	1165	-0,0324826	1165	-0,229396	1165	-0,0711931	1165	-0,0254532	
1166	0,237014	1166	-0,0910589	1166	0,0611205	1166	0,106767	1166	0,33391	1166	0,148038	1166	0,262003	1166	-0,156573	1166	-0,115948	1166	-0,0441239	1166	-0,0310094	1166	-0,230702	1166	-0,074147	1166	-0,0300858	
1167	0,242629	1167	-0,0858622	1167	0,0613128	1167	0,107088	1167	0,334764	1167	0,146777	1167	0,262881	1167	-0,148071	1167	-0,116594	1167	-0,0447285	1167	-0,0280398	1167	-0,229908	1167	-0,0730651	1167	-0,0304597	
1168	0,244082	1168	-0,0808545	1168	0,0583965	1168	0,106639	1168	0,338619	1168	0,143175	1168	0,265181	1168	-0,147359	1168	-0,114196	1168	-0,0377399	1168	-0,0235518	1168	-0,226754	1168	-0,0717541	1168	-0,03113	
1169	0,247563	1169	-0,0771443	1169	0,0594959	1169	0,106811	1169	0,342415	1169	0,141049	1169	0,268514	1169	-0,142175	1169	-0,118304	1169	-0,0352144	1169	-0,0252421	1169	-0,227001	1169	-0,0706351	1169	-0,0327289	
1170	0,25661	1170	-0,077044	1170	0,0604264	1170	0,102268	1170	0,346041	1170	0,139718	1170	0,267548	1170	-0,136983	1170	-0,11947	1170	-0,0327489	1170	-0,0265894	1170	-0,22159	1170	-0,0731225	1170	-0,0312147	
1171	0,259441	1171	-0,0725904	1171	0,0634214	1171	0,103798	1171	0,344318	1171	0,141728	1171	0,270467	1171	-0,136201	1171	-0,115699	1171	-0,0325589	1171	-0,0230447	1171	-0,221231	1171	-0,0741531	1171	-0,032887	
1172	0,261361	1172	-0,0703034	1172	0,0634898	1172	0,100703	1172	0,351031	1172	0,141976	1172	0,269213	1172	-0,133992	1172	-0,116066	1172	-0,0304228	1172	-0,0201053	1172	-0,218267	1172	-0,0770539	1172	-0,0359076	
1173	0,26545	1173	-0,0637763	1173	0,0585879	1173	0,0984687	1173	0,356174	1173	0,145403	1173	0,270759	1173	-0,134553	1173	-0,112559	1173	-0,0283734	1173	-0,0242277	1173	-0,215068	1173	-0,074065	1173	-0,0390899	
1174	0,263624	1174	-0,0583442	1174	0,0575634	1174	0,0973623	1174	0,362432	1174	0,149325	1174	0,270609	1174	-0,133958	1174	-0,118992	1174	-0,0282245	1174	-0,0222459	1174	-0,212246	1174	-0,0721067	1174	-0,0381336	
1175	0,261283	1175	-0,0532706	1175	0,0590525	1175	0,0978735	1175	0,364571	1175	0,154465	1175	0,272966	1175	-0,133991	1175	-0,121276	1175	-0,0322349	1175	-0,0186066	1175	-0,20472	1175	-0,0709245	1175	-0,0397878	
1176	0,260751	1176	-0,0498181	1176	0,0557978	1176	0,0936849	1176	0,364868	1176	0,153763	1176	0,277146	1176	-0,135371	1176	-0,131482	1176	-0,0344322	1176	-0,0177229	1176	-0,198852	1176	-0,0670134	1176	-0,0435268	
1177	0,259831	1177	-0,0451687	1177	0,0532646	1177	0,0907161	1177	0,365295	1177	0,154565	1177	0,283827	1177	-0,139502	1177	-0,140942	1177	-0,0335309	1177	-0,0201508	1177	-0,196871	1177	-0,0600403	1177	-0,0485868	
1178	0,263754	1178	-0,0403067	1178	0,0525919	1178	0,0898226	1178	0,368087	1178	0,155385	1178	0,287232	1178	-0,140623	1178	-0,147427	1178	-0,0322288	1178	-0,0212059	1178	-0,19087	1178	-0,0561621	1178	-0,0532924	
1179	0,265645	1179	-0,036488	1179	0,0503157	1179	0,0887524	1179	0,372514	1179	0,155615	1179	0,284965	1179	-0,140769	1179	-0,152446	1179	-0,0290257	1179	-0,0235949	1179	-0,19029	1179	-0,0515416	1179	-0,0506858	
1180	0,262245	1180	-0,0396878	1180	0,048176	1180	0,0864264	1180	0,372247	1180	0,155109	1180	0,282801	1180	-0,141881	1180	-0,15764	1180	-0,0313491	1180	-0,0203516	1180	-0,190139	1180	-0,0496797	1180	-0,0520612	
1181	0,265585	1181	-0,0361795	1181	0,0455316	1181	0,0815767	1181	0,37178	1181	0,153199	1181	0,280147	1181	-0,139331	1181	-0,166767	1181	-0,0268181	1181	-0,0161514	1181	-0,187307	1181	-0,0552877	1181	-0,0482118	
1182	0,265038	1182	-0,0379976	1182	0,0473255	1182	0,0768092	1182	0,372646	1182	0,154713	1182	0,274487	1182	-0,142957	1182	-0,172777	1182	-0,0165121	1182	-0,0202877	1182	-0,183709	1182	-0,0529517	1182	-0,0505696	
1183	0,263297	1183	-0,0377921	1183	0,0517076	1183	0,0693877	1183	0,380078	1183	0,147488	1183	0,265993	1183	-0,145188	1183	-0,177251	1183	-0,0125522	1183	-0,0169638	1183	-0,180623	1183	-0,0508453	1183	-0,054456	
1184	0,259418	1184	-0,0403356	1184	0,0560892	1184	0,0660074	1184	0,38396	1184	0,145992	1184	0,265322	1184	-0,148682	1184	-0,18541	1184	-0,011321	1184	-0,0213152	1184	-0,178884	1184	-0,0505138	1184	-0,0484166	
1185	0,253908	1185	-0,0450579	1185	0,0587964	1185	0,0675427	1185	0,386434	1185	0,143048	1185	0,265865	1185	-0,149281	1185	-0,185969	1185	-0,0101513	1185	-0,020107	1185	-0,178153	1185	-0,0500029	1185	-0,0472537	
1186	0,251274	1186	-0,0482045	1186	0,0590199	1186	0,0650587	1186	0,387914	1186	0,141245	1186	0,263713	1186	-0,152145	1186	-0,187019	1186	-0,0105964	1186	-0,0222118	1186	-0,17486	1186	-0,0491122	1186	-0,0436721	
1187	0,251589	1187	-0,0454592	1187	0,0625194	1187	0,0679148	1187	0,38678	1187	0,140902	1187	0,255946	1187	-0,153448	1187	-0,188206	1187	-0,0123193	1187	-0,0207728	1187	-0,175689	1187	-0,0513153	1187	-0,0388555	
1188	0,250738	1188	-0,0457348	1188	0,0598821	1188	0,0734144	1188	0,387898	1188	0,137802	1188	0,247407	1188	-0,157925	1188	-0,191396	1188	-0,0173995	1188	-0,0207188	1188	-0,171957	1188	-0,050195	1188	-0,038302	
1189	0,252445	1189	-0,0462304	1189	0,0593706	1189	0,0737307	1189	0,388044	1189	0,136454	1189	0,243056	1189	-0,161485	1189	-0,19524	1189	-0,0191654	1189	-0,0183506	1189	-0,169464	1189	-0,0503882	1189	-0,0349042	
1190	0,253659	1190	-0,0493149	1190	0,0536351	1190	0,0789515	1190	0,383565	1190	0,133315	1190	0,242581	1190	-0,16343	1190	-0,193279	1190	-0,0239925	1190	-0,0215053	1190	-0,172566	1190	-0,0473292	1190	-0,0362864	
1191	0,252888	1191	-0,0497575	1191	0,0490198	1191	0,0812175	1191	0,379233	1191	0,133488	1191	0,240088	1191	-0,164366	1191	-0,193869	1191	-0,028727	1191	-0,0167809	1191	-0,174912	1191	-0,0457362	1191	-0,037267	
1192	0,251082	1192	-0,0507058	1192	0,046349	1192	0,0796931	1192	0,379197	1192	0,13625	1192	0,238147	1192	-0,165416	1192	-0,192612	1192	-0,0349693	1192	-0,0224848	1192	-0,177032	1192	-0,0418759	1192	-0,0353222	
1193	0,256033	1193	-0,0482616	1193	0,0476187	1193	0,0781254	1193	0,378118	1193	0,136247	1193	0,235632	1193	-0,166587	1193	-0,190541	1193	-0,0405384	1193	-0,0232541	1193	-0,178563	1193	-0,0360702	1193	-0,0335867	
1194	0,258325	1194	-0,0439039	1194	0,0512898	1194	0,0793372	1194	0,381467	1194	0,138876	1194	0,236658	1194	-0,166614	1194	-0,185358	1194	-0,0415925	1194	-0,0202638	1194	-0,180879	1194	-0,0327415	1194	-0,0269605	
1195	0,261365	1195	-0,0409826	1195	0,0547127	1195	0,0760649	1195	0,380597	1195	0,141094	1195	0,233731	1195	-0,161602	1195	-0,1819	1195	-0,0421642	1195	-0,022414	1195	-0,184475	1195	-0,0366422	1195	-0,0261023	
1196	0,262625	1196	-0,0366584	1196	0,0551602	1196	0,0710653	1196	0,383649	1196	0,14502	1196	0,233791	1196	-0,161069	1196	-0,183314	1196	-0,0438824	1196	-0,0223589	1196	-0,18611	1196	-0,0364056	1196	-0,0239365	
1197	0,26372	1197	-0,0333116	1197	0,0594654	1197	0,0743472	1197	0,39021	1197	0,144934	1197	0,239371	1197	-0,160615	1197	-0,180106	1197	-0,0481831	1197	-0,0262521	1197	-0,185575	1197	-0,0395812	1197	-0,0254959	
1198	0,262329	1198	-0,032883	1198	0,0582125	1198	0,074673	1198	0,390362	1198	0,145054	1198	0,23947	1198	-0,159403	1198	-0,176744	1198	-0,0527173	1198	-0,0293956	1198	-0,185047	1198	-0,0403406	1198	-0,0228651	
1199	0,262834	1199	-0,0317333	1199	0,059025	1199	0,0768001	1199	0,395356	1199	0,14497	1199	0,240896	1199	-0,162368	1199	-0,179884	1199	-0,0603213	1199	-0,0299205	1199	-0,189646	1199	-0,0442868	1199	-0,0213479	
1200	0,260759	1200	-0,0308046	1200	0,0593193	1200	0,076351	1200	0,396427	1200	0,144883	1200	0,238517	1200	-0,163725	1200	-0,175039	1200	-0,0641977	1200	-0,028288	1200	-0,187432	1200	-0,043887	1200	-0,019182	
1201	0,25936	1201	-0,0273762	1201	0,0593663	1201	0,078817	1201	0,401388	1201	0,151398	1201	0,235839	1201	-0,166886	1201	-0,169402	1201	-0,0686297	1201	-0,0245492	1201	-0,180587	1201	-0,046847	1201	-0,0146122	
1202	0,259907	1202	-0,0252794	1202	0,0610785	1202	0,0809264	1202	0,404811	1202	0,153763	1202	0,234038	1202	-0,168861	1202	-0,172811	1202	-0,0749042	1202	-0,0235455	1202	-0,176307	1202	-0,0437362	1202	-0,0154821	
1203	0,257115	1203	-0,0222254	1203	0,0637545	1203	0,0833516	1203	0,404546	1203	0,152564	1203	0,232802	1203	-0,167886	1203	-0,173122	1203	-0,0800612	1203	-0,0205608	1203	-0,168917	1203	-0,0436438	1203	-0,016327	
1204	0,255971	1204	-0,02154	1204	0,0631228	1204	0,0819993	1204	0,405981	1204	0,1566	1204	0,22912	1204	-0,173611	1204	-0,172411	1204	-0,0797176	1204	-0,0183555	1204	-0,165681	1204	-0,0441811	1204	-0,0160414	
1205	0,258753	1205	-0,0183881	1205	0,068133	1205	0,0780218	1205	0,403115	1205	0,158051	1205	0,224813	1205	-0,170685	1205	-0,173885	1205	-0,0824574	1205	-0,0180616	1205	-0,162203	1205	-0,04565	1205	-0,0117455	
1206	0,260004	1206	-0,0194611	1206	0,071296	1206	0,0803323	1206	0,404154	1206	0,159853	1206	0,218746	1206	-0,176035	1206	-0,175845	1206	-0,0809988	1206	-0,0154097	1206	-0,156431	1206	-0,0455321	1206	-0,00437025	
1207	0,263271	1207	-0,0171083	1207	0,0687246	1207	0,078466	1207	0,409871	1207	0,158627	1207	0,216937	1207	-0,181063	1207	-0,178182	1207	-0,0803116	1207	-0,0209256	1207	-0,150412	1207	-0,040531	1207	0,00149815	
1208	0,263744	1208	-0,0140528	1208	0,0670154	1208	0,0787592	1208	0,41458	1208	0,162386	1208	0,217955	1208	-0,184916	1208	-0,179766	1208	-0,0778688	1208	-0,0250265	1208	-0,142178	1208	-0,0421456	1208	0,00393865	
1209	0,263531	1209	-0,0152375	1209	0,0686036	1209	0,0801517	1209	0,414663	1209	0,167318	1209	0,214231	1209	-0,188858	1209	-0,181586	1209	-0,0834273	1209	-0,029332	1209	-0,13957	1209	-0,0430067	1209	0,00576365	
